epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
79,2911.97,0.82488,0.82036,0.01232,0.89324,0.82632,0.89621,0.69638,0.90412,0.68485,0.01849,0.0002278,0.0002278,0.0002278
80,2949.85,0.83443,0.79545,0.01233,0.90336,0.82138,0.89592,0.69599,0.90267,0.67154,0.01853,0.0002179,0.0002179,0.0002179
81,2985.88,0.82654,0.81019,0.0123,0.883,0.82944,0.89441,0.68993,0.90923,0.67745,0.01872,0.000208,0.000208,0.000208
82,3021.69,0.82132,0.78169,0.01231,0.90433,0.81654,0.89266,0.69147,0.90298,0.682,0.0186,0.0001981,0.0001981,0.0001981
83,3057.51,0.81711,0.77756,0.01223,0.88454,0.82886,0.89223,0.69171,0.89607,0.6838,0.01849,0.0001882,0.0001882,0.0001882
84,3095.47,0.83073,0.81063,0.01248,0.88221,0.83578,0.89337,0.69431,0.89293,0.67551,0.01829,0.0001783,0.0001783,0.0001783
85,3130.97,0.81044,0.79801,0.01225,0.88917,0.83703,0.89791,0.69476,0.89746,0.67715,0.01846,0.0001684,0.0001684,0.0001684
86,3166.65,0.8192,0.78136,0.01232,0.89363,0.83478,0.89591,0.69659,0.89635,0.6722,0.01848,0.0001585,0.0001585,0.0001585
87,3203.56,0.82642,0.78606,0.01254,0.86238,0.84719,0.89643,0.69631,0.89835,0.65561,0.01848,0.0001486,0.0001486,0.0001486
88,3240.89,0.80732,0.77791,0.01205,0.8828,0.837,0.89681,0.70312,0.89363,0.64909,0.01821,0.0001387,0.0001387,0.0001387
89,3277.51,0.8084,0.76846,0.01224,0.89844,0.83526,0.90037,0.69861,0.90105,0.65383,0.01853,0.0001288,0.0001288,0.0001288
90,3313.07,0.81202,0.78368,0.01214,0.87258,0.83859,0.89547,0.69514,0.88993,0.68408,0.01827,0.0001189,0.0001189,0.0001189
91,3352.77,0.79073,0.60886,0.01562,0.89438,0.83485,0.89566,0.68982,0.91978,0.70697,0.01888,0.000109,0.000109,0.000109
92,3386.45,0.76844,0.58738,0.01484,0.90048,0.81515,0.89347,0.69369,0.91075,0.68752,0.01858,9.91e-05,9.91e-05,9.91e-05
93,3420.38,0.74475,0.56165,0.01421,0.90671,0.82557,0.89796,0.69425,0.90439,0.67006,0.01846,8.92e-05,8.92e-05,8.92e-05
94,3453.95,0.73918,0.54103,0.01427,0.8868,0.84041,0.89704,0.69691,0.8971,0.67075,0.01831,7.93e-05,7.93e-05,7.93e-05
95,3487.19,0.73232,0.55124,0.01392,0.89389,0.83018,0.89958,0.69916,0.89726,0.64921,0.01822,6.94e-05,6.94e-05,6.94e-05
96,3521.2,0.73287,0.53227,0.01381,0.90284,0.83011,0.89956,0.69992,0.89209,0.6571,0.01821,5.95e-05,5.95e-05,5.95e-05
97,3556.33,0.73127,0.52534,0.01388,0.90488,0.8344,0.90055,0.70021,0.89706,0.6512,0.01834,4.96e-05,4.96e-05,4.96e-05
98,3590.67,0.72617,0.53831,0.01422,0.87257,0.85201,0.90091,0.70133,0.89743,0.64848,0.01833,3.97e-05,3.97e-05,3.97e-05
99,3625.44,0.73149,0.51984,0.01371,0.89344,0.83466,0.90151,0.70212,0.89523,0.64815,0.01828,2.98e-05,2.98e-05,2.98e-05
100,3662.04,0.7217,0.51163,0.01346,0.90465,0.83205,0.90217,0.70069,0.89807,0.64654,0.01835,1.99e-05,1.99e-05,1.99e-05
