epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
64,2910.73,1.31649,1.72618,0.0213,0.6915,0.62624,0.69896,0.44535,1.40679,1.39247,0.03075,0.0003763,0.0003763,0.0003763
65,2940.37,1.31145,1.72708,0.02077,0.65392,0.66762,0.70131,0.43773,1.40341,1.40285,0.03091,0.0003664,0.0003664,0.0003664
66,2969.48,1.31806,1.70242,0.02116,0.67839,0.65845,0.69846,0.44002,1.39506,1.40255,0.03059,0.0003565,0.0003565,0.0003565
67,2998.41,1.31784,1.70211,0.02137,0.72053,0.65407,0.7155,0.45353,1.37698,1.35418,0.03024,0.0003466,0.0003466,0.0003466
68,3028.67,1.31103,1.68977,0.02083,0.70569,0.64597,0.71152,0.44764,1.405,1.37137,0.03106,0.0003367,0.0003367,0.0003367
69,3057.72,1.29049,1.67864,0.02083,0.74789,0.65365,0.72584,0.46337,1.35974,1.35104,0.02965,0.0003268,0.0003268,0.0003268
70,3087.62,1.28917,1.65587,0.02064,0.71978,0.65134,0.72525,0.46339,1.36408,1.3676,0.02976,0.0003169,0.0003169,0.0003169
71,3117.6,1.27493,1.65279,0.02013,0.72602,0.64191,0.71186,0.46169,1.3548,1.36875,0.02964,0.000307,0.000307,0.000307
72,3146.99,1.27531,1.64222,0.02072,0.73356,0.63913,0.71275,0.45476,1.38863,1.35865,0.0306,0.0002971,0.0002971,0.0002971
73,3175.81,1.30425,1.65759,0.02058,0.73947,0.66194,0.72577,0.46328,1.36128,1.3386,0.02978,0.0002872,0.0002872,0.0002872
74,3205.36,1.27753,1.62518,0.02064,0.68959,0.6571,0.71639,0.46017,1.35156,1.33142,0.02936,0.0002773,0.0002773,0.0002773
75,3235.34,1.27771,1.61963,0.02047,0.77542,0.62807,0.72778,0.47027,1.35473,1.31601,0.02958,0.0002674,0.0002674,0.0002674
76,3266.84,1.28352,1.62473,0.02082,0.73001,0.64918,0.72386,0.46497,1.34559,1.32161,0.02946,0.0002575,0.0002575,0.0002575
77,3297.67,1.27863,1.6222,0.02024,0.74063,0.66338,0.73226,0.46766,1.36296,1.29844,0.02971,0.0002476,0.0002476,0.0002476
78,3328.05,1.25475,1.59711,0.02005,0.71194,0.67544,0.73333,0.47695,1.34435,1.28443,0.02932,0.0002377,0.0002377,0.0002377
79,3358.14,1.25775,1.58002,0.02001,0.76053,0.6442,0.73346,0.47506,1.34291,1.30234,0.02928,0.0002278,0.0002278,0.0002278
80,3388.31,1.28702,1.59484,0.02055,0.73827,0.67374,0.7415,0.48439,1.33349,1.28387,0.02918,0.0002179,0.0002179,0.0002179
81,3419.03,1.25037,1.59134,0.02032,0.7283,0.67868,0.74066,0.47801,1.33743,1.28083,0.02935,0.000208,0.000208,0.000208
82,3449.79,1.2482,1.57399,0.01995,0.76382,0.65786,0.74093,0.48642,1.32495,1.29048,0.02886,0.0001981,0.0001981,0.0001981
83,3480.67,1.26317,1.59541,0.02003,0.71936,0.68517,0.74327,0.4886,1.31538,1.27466,0.02859,0.0001882,0.0001882,0.0001882
84,3511.36,1.23863,1.55638,0.01986,0.71213,0.68391,0.74172,0.49179,1.30915,1.25656,0.02841,0.0001783,0.0001783,0.0001783
85,3542.19,1.23572,1.51329,0.01954,0.78628,0.65528,0.75036,0.49239,1.3101,1.24831,0.02839,0.0001684,0.0001684,0.0001684
86,3572.97,1.24117,1.52961,0.01964,0.73746,0.67188,0.74789,0.49239,1.29802,1.25049,0.02817,0.0001585,0.0001585,0.0001585
87,3603.52,1.22264,1.52225,0.01907,0.71607,0.68851,0.74833,0.48768,1.3239,1.2659,0.02871,0.0001486,0.0001486,0.0001486
88,3633.96,1.24253,1.53958,0.01984,0.76522,0.67845,0.75546,0.49639,1.30269,1.22173,0.02835,0.0001387,0.0001387,0.0001387
89,3664.64,1.24004,1.54637,0.01945,0.72643,0.69097,0.75077,0.49662,1.30595,1.23251,0.02833,0.0001288,0.0001288,0.0001288
90,3695.52,1.22441,1.4995,0.01936,0.72661,0.69442,0.75446,0.49327,1.30447,1.2253,0.02818,0.0001189,0.0001189,0.0001189
91,3726.55,1.30203,1.36447,0.02722,0.70952,0.68225,0.73972,0.47742,1.33181,1.29489,0.02919,0.000109,0.000109,0.000109
92,3755.54,1.26755,1.28682,0.02605,0.73546,0.68515,0.74466,0.48608,1.32003,1.26792,0.02876,9.91e-05,9.91e-05,9.91e-05
93,3784.26,1.24323,1.22936,0.0257,0.73728,0.68269,0.75061,0.49199,1.32447,1.23362,0.02888,8.92e-05,8.92e-05,8.92e-05
94,3813.8,1.24876,1.25086,0.02614,0.71362,0.69292,0.74772,0.4957,1.31407,1.21798,0.02853,7.93e-05,7.93e-05,7.93e-05
95,3842.66,1.2383,1.23264,0.02553,0.74182,0.68761,0.75284,0.49688,1.31719,1.2211,0.02874,6.94e-05,6.94e-05,6.94e-05
96,3871.7,1.22459,1.21914,0.02533,0.72984,0.69974,0.75662,0.50433,1.30502,1.20611,0.02831,5.95e-05,5.95e-05,5.95e-05
97,3900.24,1.20983,1.2317,0.02499,0.74754,0.67929,0.75583,0.5027,1.30793,1.20198,0.02831,4.96e-05,4.96e-05,4.96e-05
98,3928.11,1.2035,1.19579,0.02452,0.75277,0.68639,0.75704,0.50267,1.31026,1.20387,0.02851,3.97e-05,3.97e-05,3.97e-05
99,3955.91,1.20642,1.19763,0.02466,0.75762,0.68545,0.75954,0.50447,1.3065,1.20501,0.02839,2.98e-05,2.98e-05,2.98e-05
100,3984.18,1.19834,1.18543,0.02446,0.75247,0.69167,0.75868,0.50492,1.29657,1.21399,0.02819,1.99e-05,1.99e-05,1.99e-05
