epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
35,1447.46,1.46207,2.18378,0.02438,0.51177,0.50445,0.52599,0.28219,1.61552,2.06288,0.03611,0.0006634,0.0006634,0.0006634
36,1478.72,1.46162,2.13407,0.02403,0.57028,0.50292,0.55822,0.31567,1.52917,1.86499,0.03459,0.0006535,0.0006535,0.0006535
37,1510.62,1.43928,2.1387,0.02374,0.54489,0.49984,0.54188,0.30847,1.52474,1.93943,0.03434,0.0006436,0.0006436,0.0006436
38,1541.67,1.4283,2.10598,0.02334,0.60322,0.50894,0.55733,0.31422,1.5743,1.79965,0.03527,0.0006337,0.0006337,0.0006337
39,1572.28,1.42209,2.08651,0.02375,0.58453,0.54649,0.58318,0.34017,1.49308,1.76879,0.0335,0.0006238,0.0006238,0.0006238
40,1604.33,1.43331,2.08768,0.02362,0.58171,0.51775,0.56755,0.33982,1.52282,1.75067,0.03424,0.0006139,0.0006139,0.0006139
41,1635.81,1.40656,2.04306,0.02281,0.63155,0.54976,0.59832,0.3545,1.50341,1.72988,0.03321,0.000604,0.000604,0.000604
42,1667.31,1.43691,2.04307,0.02397,0.5984,0.5536,0.59299,0.35963,1.476,1.70033,0.03271,0.0005941,0.0005941,0.0005941
43,1699.07,1.38809,2.02158,0.02279,0.59944,0.56228,0.60214,0.36071,1.48057,1.71844,0.03284,0.0005842,0.0005842,0.0005842
44,1730.79,1.39339,1.99368,0.02278,0.61824,0.56998,0.60632,0.35167,1.49989,1.76266,0.03337,0.0005743,0.0005743,0.0005743
45,1761.61,1.40246,1.99847,0.02317,0.63939,0.52862,0.59846,0.35435,1.50651,1.70646,0.03354,0.0005644,0.0005644,0.0005644
46,1792.91,1.38617,1.95863,0.0231,0.56364,0.57859,0.59963,0.36659,1.46222,1.68663,0.03254,0.0005545,0.0005545,0.0005545
47,1824.65,1.38848,1.98068,0.02222,0.59796,0.56767,0.60828,0.35969,1.46321,1.64957,0.03238,0.0005446,0.0005446,0.0005446
48,1856.04,1.37773,1.93638,0.02232,0.60389,0.58189,0.62333,0.35488,1.53301,1.67963,0.03537,0.0005347,0.0005347,0.0005347
49,1887.87,1.3972,1.94325,0.02295,0.61844,0.59852,0.63458,0.38119,1.42664,1.60206,0.03155,0.0005248,0.0005248,0.0005248
50,1919.96,1.3653,1.93382,0.02226,0.60689,0.58928,0.63371,0.38527,1.4301,1.60761,0.03145,0.0005149,0.0005149,0.0005149
51,1952.51,1.3745,1.93443,0.02257,0.57676,0.59695,0.63508,0.38856,1.42673,1.64279,0.03099,0.000505,0.000505,0.000505
52,1984.87,1.34489,1.87688,0.02153,0.58887,0.59343,0.62847,0.38822,1.43683,1.5819,0.03164,0.0004951,0.0004951,0.0004951
53,2016.64,1.36553,1.86857,0.02205,0.59332,0.59848,0.63596,0.37062,1.50136,1.59869,0.03353,0.0004852,0.0004852,0.0004852
54,2048.42,1.34247,1.82077,0.02161,0.61786,0.60332,0.64708,0.39743,1.43668,1.56214,0.03129,0.0004753,0.0004753,0.0004753
55,2080.46,1.33153,1.86,0.02181,0.62861,0.61278,0.65132,0.40304,1.41359,1.52185,0.03125,0.0004654,0.0004654,0.0004654
56,2112.17,1.33855,1.85271,0.02139,0.65841,0.61692,0.66647,0.40763,1.43089,1.50019,0.03175,0.0004555,0.0004555,0.0004555
57,2144.47,1.33669,1.81689,0.02175,0.66903,0.59724,0.66107,0.41098,1.40942,1.51884,0.03036,0.0004456,0.0004456,0.0004456
58,2176.57,1.34114,1.83943,0.0214,0.68493,0.59005,0.66161,0.41677,1.41999,1.5071,0.03124,0.0004357,0.0004357,0.0004357
59,2208.39,1.3302,1.79957,0.02124,0.69571,0.59471,0.67484,0.41779,1.42726,1.48856,0.0311,0.0004258,0.0004258,0.0004258
60,2239.83,1.33531,1.78608,0.02169,0.69372,0.59837,0.66784,0.42143,1.40033,1.49886,0.03065,0.0004159,0.0004159,0.0004159
61,2271.45,1.31579,1.78042,0.02122,0.6791,0.634,0.68291,0.42436,1.4011,1.41087,0.03096,0.000406,0.000406,0.000406
62,2303.87,1.30785,1.78092,0.0208,0.64766,0.63872,0.67755,0.42393,1.39333,1.44703,0.03076,0.0003961,0.0003961,0.0003961
63,2334.99,1.31672,1.76283,0.02162,0.63812,0.63952,0.67413,0.43269,1.37776,1.43775,0.02992,0.0003862,0.0003862,0.0003862
64,2367.83,1.2924,1.75584,0.02083,0.69206,0.60752,0.67596,0.42617,1.40163,1.43678,0.03075,0.0003763,0.0003763,0.0003763
65,2399.12,1.30803,1.75571,0.02064,0.67531,0.61423,0.6724,0.42246,1.38255,1.44628,0.03034,0.0003664,0.0003664,0.0003664
66,2430.45,1.29114,1.72893,0.02063,0.66042,0.64433,0.68322,0.434,1.37429,1.3984,0.02986,0.0003565,0.0003565,0.0003565
67,2462.59,1.30238,1.72296,0.02101,0.64318,0.64653,0.68108,0.43572,1.38343,1.39072,0.03,0.0003466,0.0003466,0.0003466
68,2495.1,1.29406,1.71417,0.02058,0.65414,0.6499,0.69756,0.4476,1.35654,1.39488,0.02933,0.0003367,0.0003367,0.0003367
69,2527.47,1.27885,1.69034,0.0206,0.65377,0.63957,0.68367,0.43889,1.35656,1.388,0.02953,0.0003268,0.0003268,0.0003268
70,2559.3,1.27433,1.68024,0.02031,0.66374,0.62421,0.68125,0.43654,1.36796,1.39611,0.02988,0.0003169,0.0003169,0.0003169
71,2590.91,1.27318,1.68322,0.02013,0.65625,0.64984,0.68978,0.4445,1.36052,1.3883,0.02958,0.000307,0.000307,0.000307
72,2622.86,1.25369,1.67683,0.02046,0.69493,0.61892,0.6978,0.45405,1.33282,1.36946,0.02884,0.0002971,0.0002971,0.0002971
73,2655.17,1.29206,1.6841,0.02037,0.63398,0.65622,0.68633,0.44317,1.35573,1.37493,0.02932,0.0002872,0.0002872,0.0002872
74,2686.93,1.25614,1.65043,0.02025,0.6462,0.65699,0.69121,0.45011,1.33329,1.35616,0.02882,0.0002773,0.0002773,0.0002773
75,2718.5,1.26783,1.65504,0.02026,0.66858,0.64836,0.69498,0.45215,1.34784,1.33721,0.02946,0.0002674,0.0002674,0.0002674
76,2750.56,1.26358,1.6438,0.02048,0.69824,0.6436,0.7031,0.46039,1.34538,1.32706,0.02928,0.0002575,0.0002575,0.0002575
77,2782.35,1.26635,1.64808,0.02001,0.68714,0.67017,0.70475,0.46022,1.34193,1.31394,0.02901,0.0002476,0.0002476,0.0002476
78,2813.23,1.24342,1.61557,0.01992,0.67591,0.67082,0.71071,0.463,1.3381,1.30648,0.02905,0.0002377,0.0002377,0.0002377
79,2844.61,1.2486,1.61027,0.01991,0.70511,0.64322,0.70963,0.47051,1.31879,1.2938,0.02858,0.0002278,0.0002278,0.0002278
80,2876.59,1.26762,1.622,0.02012,0.67443,0.65724,0.70268,0.46564,1.32796,1.30121,0.02878,0.0002179,0.0002179,0.0002179
81,2908.41,1.23603,1.60875,0.0201,0.67519,0.66567,0.70008,0.4601,1.32847,1.31861,0.02875,0.000208,0.000208,0.000208
82,2939.85,1.22721,1.59164,0.01962,0.65685,0.68007,0.70658,0.46174,1.3253,1.32786,0.02866,0.0001981,0.0001981,0.0001981
83,2971.1,1.24812,1.62383,0.01979,0.70903,0.65276,0.71094,0.47389,1.31323,1.2818,0.02837,0.0001882,0.0001882,0.0001882
84,3003.34,1.22476,1.59939,0.01957,0.67948,0.66602,0.70461,0.4686,1.31451,1.29419,0.0283,0.0001783,0.0001783,0.0001783
85,3034.9,1.21348,1.5534,0.01905,0.72493,0.63957,0.71304,0.47158,1.31812,1.27825,0.0285,0.0001684,0.0001684,0.0001684
86,3066.41,1.21817,1.559,0.01915,0.68257,0.68169,0.71878,0.47317,1.31044,1.27489,0.02833,0.0001585,0.0001585,0.0001585
87,3098.73,1.21423,1.54817,0.01903,0.68951,0.67862,0.71332,0.46973,1.30555,1.28382,0.02825,0.0001486,0.0001486,0.0001486
88,3130.17,1.23056,1.5722,0.01963,0.72292,0.66506,0.71813,0.47541,1.30717,1.27771,0.02825,0.0001387,0.0001387,0.0001387
89,3163.11,1.2296,1.57342,0.01939,0.69373,0.67259,0.72115,0.48108,1.2947,1.26527,0.02785,0.0001288,0.0001288,0.0001288
90,3195.03,1.21666,1.53226,0.01937,0.70648,0.65551,0.72005,0.47801,1.29305,1.26036,0.02785,0.0001189,0.0001189,0.0001189
91,3227.57,1.28509,1.40278,0.02673,0.70145,0.6789,0.7347,0.47464,1.32112,1.30566,0.02873,0.000109,0.000109,0.000109
92,3257.18,1.25664,1.32227,0.02567,0.69141,0.6933,0.73329,0.47766,1.32161,1.25695,0.02853,9.91e-05,9.91e-05,9.91e-05
93,3287.41,1.22361,1.2602,0.02512,0.71013,0.68781,0.73395,0.47907,1.30699,1.25925,0.02825,8.92e-05,8.92e-05,8.92e-05
94,3317.36,1.22461,1.27416,0.02546,0.70035,0.67306,0.72527,0.48116,1.29679,1.26044,0.028,7.93e-05,7.93e-05,7.93e-05
95,3347.77,1.21337,1.25865,0.02503,0.6882,0.70352,0.73245,0.48307,1.30062,1.24672,0.02799,6.94e-05,6.94e-05,6.94e-05
96,3378.25,1.21478,1.2467,0.02513,0.70032,0.69118,0.73245,0.48858,1.2881,1.24349,0.02773,5.95e-05,5.95e-05,5.95e-05
97,3407.62,1.1964,1.25787,0.0248,0.69101,0.69105,0.7298,0.48712,1.28443,1.24648,0.0277,4.96e-05,4.96e-05,4.96e-05
98,3438.01,1.1964,1.22082,0.02432,0.6856,0.7,0.72988,0.48604,1.29352,1.24042,0.02778,3.97e-05,3.97e-05,3.97e-05
99,3467.64,1.1988,1.22688,0.02465,0.6826,0.70081,0.72931,0.48824,1.28978,1.23574,0.02768,2.98e-05,2.98e-05,2.98e-05
100,3496.98,1.18769,1.22312,0.02434,0.7127,0.67983,0.73082,0.48981,1.28352,1.23548,0.02764,1.99e-05,1.99e-05,1.99e-05
