epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
26,854.147,1.52984,2.44962,0.02531,0.49035,0.398,0.42798,0.2151,1.7125,2.26923,0.03917,0.0007525,0.0007525,0.0007525
27,886.091,1.50337,2.39852,0.0248,0.48851,0.42702,0.44594,0.23501,1.70093,2.1627,0.0388,0.0007426,0.0007426,0.0007426
28,919.172,1.51188,2.39617,0.02516,0.47809,0.43411,0.44308,0.24002,1.64048,2.2089,0.03745,0.0007327,0.0007327,0.0007327
29,953.093,1.5052,2.38763,0.02493,0.48526,0.45814,0.47844,0.27466,1.5457,2.10532,0.03491,0.0007228,0.0007228,0.0007228
30,986.407,1.49273,2.3206,0.02474,0.55793,0.4512,0.48128,0.25348,1.64054,2.13364,0.03703,0.0007129,0.0007129,0.0007129
31,1018.97,1.49256,2.30816,0.02482,0.557,0.48005,0.51409,0.28886,1.59248,2.05508,0.03591,0.000703,0.000703,0.000703
32,1051.25,1.4979,2.30127,0.02447,0.53987,0.47878,0.51616,0.2998,1.57824,1.98299,0.03569,0.0006931,0.0006931,0.0006931
33,1083.74,1.48209,2.25325,0.02449,0.54242,0.47584,0.5102,0.28726,1.56945,1.9743,0.0351,0.0006832,0.0006832,0.0006832
34,1115.57,1.48283,2.24762,0.02459,0.55354,0.49549,0.53925,0.30877,1.58534,1.93184,0.03601,0.0006733,0.0006733,0.0006733
35,1147.84,1.46898,2.24358,0.02433,0.54642,0.49217,0.52038,0.2877,1.5904,1.95861,0.03574,0.0006634,0.0006634,0.0006634
36,1180.48,1.45109,2.16322,0.02372,0.57595,0.48744,0.54143,0.32299,1.55299,1.86826,0.03484,0.0006535,0.0006535,0.0006535
37,1214.5,1.45269,2.16423,0.02392,0.52144,0.53243,0.53062,0.29207,1.58817,2.02345,0.03574,0.0006436,0.0006436,0.0006436
38,1246.51,1.43994,2.13481,0.02361,0.58697,0.51546,0.56862,0.33065,1.53562,1.81553,0.03415,0.0006337,0.0006337,0.0006337
39,1278.69,1.44541,2.10787,0.02421,0.56598,0.53752,0.56998,0.34162,1.50332,1.79352,0.03355,0.0006238,0.0006238,0.0006238
40,1311.48,1.43848,2.09959,0.02366,0.55273,0.51927,0.55257,0.32557,1.51693,1.83976,0.03414,0.0006139,0.0006139,0.0006139
41,1344.09,1.40628,2.06885,0.02278,0.57559,0.55644,0.57939,0.34631,1.50282,1.76059,0.03341,0.000604,0.000604,0.000604
42,1377.19,1.44378,2.08101,0.02411,0.55528,0.5325,0.58234,0.34305,1.52078,1.73685,0.03408,0.0005941,0.0005941,0.0005941
43,1409.07,1.40191,2.05705,0.02306,0.6234,0.55055,0.59952,0.3566,1.50608,1.71212,0.03338,0.0005842,0.0005842,0.0005842
44,1441.34,1.39645,2.02203,0.02289,0.59722,0.55805,0.59166,0.35278,1.49487,1.70624,0.03313,0.0005743,0.0005743,0.0005743
45,1473.41,1.39545,2.03203,0.02298,0.62379,0.53194,0.59298,0.35809,1.45882,1.74123,0.03199,0.0005644,0.0005644,0.0005644
46,1506.76,1.3953,1.99459,0.02333,0.5873,0.55023,0.59226,0.35653,1.46568,1.70198,0.03254,0.0005545,0.0005545,0.0005545
47,1538.8,1.4053,2.00017,0.02249,0.6363,0.56185,0.60887,0.37235,1.4762,1.64776,0.03262,0.0005446,0.0005446,0.0005446
48,1571.25,1.39478,1.97129,0.02265,0.61722,0.567,0.61496,0.36996,1.45906,1.65766,0.0328,0.0005347,0.0005347,0.0005347
49,1603.25,1.39702,1.97384,0.02303,0.56792,0.57653,0.59842,0.36973,1.4251,1.65967,0.03141,0.0005248,0.0005248,0.0005248
50,1635.53,1.38629,1.94509,0.02259,0.62932,0.53165,0.61786,0.38075,1.44845,1.64739,0.03204,0.0005149,0.0005149,0.0005149
51,1668.05,1.3883,1.95526,0.02284,0.64301,0.563,0.62469,0.38312,1.41888,1.61041,0.03107,0.000505,0.000505,0.000505
52,1700.39,1.36291,1.88886,0.02176,0.62982,0.57205,0.62628,0.38395,1.43309,1.58384,0.03155,0.0004951,0.0004951,0.0004951
53,1733.38,1.37055,1.89997,0.0221,0.62909,0.56477,0.63262,0.3931,1.42687,1.57089,0.03134,0.0004852,0.0004852,0.0004852
54,1766.98,1.35111,1.86275,0.02182,0.74999,0.53185,0.63965,0.40011,1.41736,1.54859,0.0307,0.0004753,0.0004753,0.0004753
55,1799.43,1.35752,1.87647,0.02222,0.65489,0.5628,0.63258,0.39422,1.39416,1.59038,0.03043,0.0004654,0.0004654,0.0004654
56,1830.94,1.35039,1.87703,0.02154,0.67674,0.56276,0.64524,0.40014,1.42482,1.52373,0.03151,0.0004555,0.0004555,0.0004555
57,1862.83,1.35636,1.83331,0.02202,0.6372,0.58413,0.65198,0.414,1.40231,1.51801,0.03065,0.0004456,0.0004456,0.0004456
58,1894.79,1.34651,1.86759,0.02149,0.73536,0.57166,0.66351,0.40972,1.39313,1.51612,0.03047,0.0004357,0.0004357,0.0004357
59,1926.38,1.33002,1.82537,0.02122,0.65835,0.61285,0.65993,0.41064,1.40648,1.50571,0.03096,0.0004258,0.0004258,0.0004258
60,1958.08,1.34761,1.81337,0.02187,0.65195,0.62638,0.66302,0.41509,1.40784,1.46843,0.03095,0.0004159,0.0004159,0.0004159
61,1990.15,1.33201,1.80995,0.0215,0.70664,0.59584,0.6762,0.42236,1.41995,1.44381,0.03108,0.000406,0.000406,0.000406
62,2022.11,1.31542,1.81387,0.02095,0.73942,0.58187,0.67501,0.42774,1.39359,1.46961,0.03035,0.0003961,0.0003961,0.0003961
63,2055.24,1.33178,1.76967,0.02182,0.68333,0.62637,0.67968,0.43408,1.38427,1.45839,0.03035,0.0003862,0.0003862,0.0003862
64,2089.31,1.31064,1.77095,0.02113,0.72234,0.58009,0.68384,0.43766,1.3761,1.43772,0.02992,0.0003763,0.0003763,0.0003763
65,2122.74,1.31631,1.78434,0.02085,0.68109,0.61581,0.68165,0.4295,1.38311,1.45816,0.03028,0.0003664,0.0003664,0.0003664
66,2155.14,1.31315,1.75221,0.02113,0.67702,0.61167,0.67665,0.43183,1.36824,1.41156,0.02977,0.0003565,0.0003565,0.0003565
67,2187.39,1.31231,1.75433,0.02119,0.67156,0.59728,0.67431,0.4275,1.36514,1.45433,0.02973,0.0003466,0.0003466,0.0003466
68,2219.69,1.29969,1.75381,0.02067,0.71377,0.6009,0.68985,0.44241,1.35517,1.42049,0.02946,0.0003367,0.0003367,0.0003367
69,2252.49,1.2897,1.73191,0.02083,0.66861,0.62226,0.68787,0.43294,1.3598,1.40735,0.02944,0.0003268,0.0003268,0.0003268
70,2285.07,1.28262,1.70731,0.02052,0.67568,0.63217,0.69356,0.44676,1.3482,1.39528,0.02938,0.0003169,0.0003169,0.0003169
71,2318.93,1.28629,1.69158,0.02027,0.70627,0.61853,0.70536,0.46182,1.34081,1.3546,0.02911,0.000307,0.000307,0.000307
72,2352.8,1.27167,1.68161,0.02067,0.70567,0.60562,0.69547,0.44597,1.3636,1.36945,0.02999,0.0002971,0.0002971,0.0002971
73,2385.15,1.30124,1.71511,0.02048,0.68335,0.64121,0.70006,0.44983,1.33783,1.37663,0.02902,0.0002872,0.0002872,0.0002872
74,2417.82,1.2772,1.66821,0.02055,0.7478,0.61407,0.7091,0.45387,1.35122,1.35395,0.02951,0.0002773,0.0002773,0.0002773
75,2449.98,1.27915,1.68102,0.02051,0.67837,0.64711,0.70889,0.45936,1.33198,1.35025,0.02922,0.0002674,0.0002674,0.0002674
76,2482.71,1.28633,1.67115,0.0209,0.67975,0.64539,0.70638,0.45757,1.32974,1.34985,0.02885,0.0002575,0.0002575,0.0002575
77,2515.28,1.27757,1.6663,0.02017,0.69,0.63366,0.69835,0.45186,1.34326,1.34595,0.02912,0.0002476,0.0002476,0.0002476
78,2547.1,1.25976,1.64496,0.02017,0.72791,0.6177,0.70787,0.45954,1.32215,1.33689,0.02863,0.0002377,0.0002377,0.0002377
79,2579.01,1.2606,1.62855,0.02013,0.73077,0.64128,0.71801,0.46645,1.3302,1.33393,0.02855,0.0002278,0.0002278,0.0002278
80,2612.5,1.28039,1.64688,0.02029,0.66866,0.66342,0.71465,0.47126,1.32185,1.31652,0.02868,0.0002179,0.0002179,0.0002179
81,2645.3,1.23861,1.62945,0.02005,0.70351,0.66396,0.72298,0.47396,1.3142,1.31388,0.02836,0.000208,0.000208,0.000208
82,2677.45,1.23741,1.62179,0.01973,0.67088,0.66602,0.72175,0.47945,1.30109,1.3054,0.02799,0.0001981,0.0001981,0.0001981
83,2709.81,1.27042,1.64279,0.02017,0.72179,0.63861,0.71478,0.4734,1.3114,1.31269,0.0285,0.0001882,0.0001882,0.0001882
84,2741.25,1.25277,1.6063,0.02003,0.68633,0.67177,0.71824,0.47353,1.30534,1.30538,0.02817,0.0001783,0.0001783,0.0001783
85,2772.86,1.23765,1.55455,0.01948,0.69924,0.65275,0.72222,0.47687,1.30777,1.29507,0.02825,0.0001684,0.0001684,0.0001684
86,2804.47,1.23547,1.57581,0.01949,0.7117,0.64455,0.72273,0.47811,1.30332,1.2839,0.02823,0.0001585,0.0001585,0.0001585
87,2835.92,1.23302,1.56918,0.01927,0.67957,0.67576,0.72104,0.47814,1.30605,1.29504,0.02815,0.0001486,0.0001486,0.0001486
88,2867.35,1.24198,1.59745,0.01973,0.69617,0.65572,0.71883,0.47893,1.2994,1.28479,0.02801,0.0001387,0.0001387,0.0001387
89,2898.76,1.23354,1.60509,0.01937,0.70587,0.65706,0.72658,0.48163,1.30109,1.28687,0.02807,0.0001288,0.0001288,0.0001288
90,2930.59,1.22969,1.54872,0.01959,0.66201,0.68977,0.72857,0.48203,1.30405,1.26762,0.02816,0.0001189,0.0001189,0.0001189
91,2963.54,1.30364,1.42228,0.02713,0.70234,0.63553,0.71317,0.45712,1.33355,1.32819,0.02936,0.000109,0.000109,0.000109
92,2993.3,1.26402,1.35133,0.02593,0.72802,0.64991,0.72734,0.47612,1.30861,1.30938,0.02841,9.91e-05,9.91e-05,9.91e-05
93,3023.02,1.23864,1.29145,0.02557,0.73611,0.66456,0.72997,0.48132,1.32458,1.28377,0.02877,8.92e-05,8.92e-05,8.92e-05
94,3053.15,1.23282,1.31734,0.0257,0.70199,0.66205,0.7277,0.48046,1.31351,1.26678,0.02833,7.93e-05,7.93e-05,7.93e-05
95,3083.37,1.22924,1.29462,0.02524,0.69576,0.67819,0.72845,0.48181,1.31283,1.25799,0.02836,6.94e-05,6.94e-05,6.94e-05
96,3113.39,1.22427,1.28057,0.02525,0.70581,0.66418,0.73268,0.48475,1.30038,1.24901,0.02819,5.95e-05,5.95e-05,5.95e-05
97,3143.69,1.20885,1.2881,0.02501,0.74361,0.64253,0.73232,0.48534,1.30731,1.22614,0.02834,4.96e-05,4.96e-05,4.96e-05
98,3174.9,1.20708,1.23419,0.02455,0.70066,0.66676,0.73317,0.4868,1.30415,1.22863,0.02813,3.97e-05,3.97e-05,3.97e-05
99,3206.16,1.20951,1.25619,0.02471,0.69893,0.67242,0.73215,0.4854,1.30047,1.23372,0.02805,2.98e-05,2.98e-05,2.98e-05
100,3236.58,1.19247,1.24535,0.02438,0.73643,0.65549,0.73383,0.48642,1.30024,1.22397,0.02798,1.99e-05,1.99e-05,1.99e-05
